international_id,helmet_brand,tape_color,pregame_music_genre,locker_room_role,training_pct,uses_tinted_visor,left_skate_first,brings_backup_stick,morning_skate_attended,hydration_pct,pass_drill_success_pct,0x676f6c64656e5f7469707073,video_review_completion_pct,extra_sticks_packed,warmup_laps,bus_seat_number,autographs_signed_week,skate_hollow_inches,avg_shoot_speed,shot_power_score,sleep_hours_before_game,stick_blade_curve_mm,travel_fatigue_score,recovery_balance_minutes,selection_probability
161,Bauer,white,metal,planner,46.944719,0,1,1,1,75.34,46.32,yankee,78.65,0,2,52,3,0.427,72.85,39.42,7.83,11.57,-6.5,-171,0.980866
162,Bauer,red,hip hop,quiet,43.919171,0,0,1,1,60.66,63.32,kilo,26.51,2,5,3,3,0.815,84.36,,7.34,5.54,-2.35,-160,0.592749
163,CCM,black,pop,joker,36.08617,1,1,1,1,79.54,53.08,november,73.35,4,2,30,4,0.928,87.92,57.5,7.13,5.3,-2.56,-141,0.777903
164,Bauer,white,pop,hype,31.930855,0,1,0,0,51.88,30.84,oscar,71.91,4,6,27,2,0.608,76.51,43.81,7.68,5.32,-0.85,-55,0.588054
165,CCM,white,pop,planner,59.421017,1,1,0,1,65.29,60.56,foxtrot,54.98,0,5,48,4,0.525,85.01,54.01,8.7,14.23,-2.28,-26,0.889855
166,CCM,red,electronic,hype,28.033903,0,1,1,1,92.84,38.71,zulu,79.01,4,1,11,11,0.84,82.06,50.47,8.25,8.34,-4.59,-49,0.209047
167,Warrior,red,pop,planner,44.203207,0,1,1,1,77.53,43.47,tango,39.34,5,1,39,4,0.634,76.32,43.58,9.6,14.64,-3.14,-137,0.918115
168,Bauer,black,electronic,planner,49.831123,0,1,1,1,90.81,80.35,bravo,93.8,5,4,46,4,0.476,71.55,37.86,6.65,17.5,-3.6,-94,0.589278
169,Warrior,blue,country,mentor,63.202405,1,0,1,1,95.12,90.63,quebec,70.37,4,5,54,9,0.466,85.28,54.34,7.05,8.94,-4.74,-172,0.839145
170,Bauer,white,country,mentor,32.684906,0,1,1,0,50.51,80.16,victor,36.41,1,3,45,6,0.755,74,40.8,4.97,16.79,-2.45,-48,0.747423
171,CCM,black,electronic,quiet,56.74666,0,1,1,1,67.26,79.08,lima,29.23,2,8,49,5,0.654,71.01,37.21,6.01,6.17,-5.01,-154,0.964812
172,Warrior,black,electronic,mentor,43.821545,0,0,1,1,62.87,59.87,yankee,37.58,1,4,40,9,0.459,84.14,52.97,8.96,14.24,-5.79,-144,0.233048
173,Bauer,black,metal,hype,52.299232,1,1,1,0,82.55,75.39,yankee,84.68,0,1,27,2,0.574,92.92,,7.36,7.64,-3.33,-98,0.970024
174,TRUE,white,rock,planner,35.462651,0,1,1,1,63.64,84.22,alpha,58.64,5,4,17,4,0.802,90.54,60.65,7.43,8.75,-3.32,-119,0.290349
175,TRUE,white,electronic,joker,78.014001,0,1,1,1,76.16,80.98,delta,64.98,4,4,26,8,0.978,86.08,55.3,7.54,11.92,-5.65,-126,0.08972
176,TRUE,black,electronic,planner,22.471686,0,0,1,0,89.47,37.95,sierra,18.61,5,1,52,5,0.607,72.67,39.2,6.65,11.38,-2.69,-107,0.474542
177,CCM,red,country,joker,39.507076,1,1,1,1,76.02,77.66,uniform,48.27,2,1,22,4,0.82,86.67,56,6.2,12.35,-5.06,-96,0.346284
178,Sherwood,white,hip hop,hype,54.646224,0,1,1,1,69.88,57.34,zulu,15.14,3,5,17,7,0.771,67.94,33.53,6.43,7.76,-0.92,-88,0.055088
179,CCM,green,rock,joker,67.648014,1,0,1,0,55,85.41,hotel,27.54,0,5,22,11,0.787,80.52,,8.63,16.55,-1.35,-26,0.853166
180,CCM,black,country,planner,45.706254,0,0,1,1,82.9,29.37,oscar,60.6,5,8,32,8,0.519,85.53,54.64,7.33,11.31,-3.25,-62,0.855495
181,Warrior,black,country,quiet,36.062267,0,1,1,0,59.93,58.85,india,54.34,5,6,17,5,0.955,75.99,43.19,7.63,8.12,-1.63,-100,0.379181
182,TRUE,red,hip hop,planner,61.543123,0,0,1,1,79.14,76.11,quebec,26.52,3,3,50,7,0.424,84.86,53.83,4.92,15.6,-3.62,-160,0.834964
183,TRUE,blue,electronic,joker,59.658302,0,1,0,0,72.48,78.35,lima,40.09,1,4,45,7,0.664,80.36,48.43,5.91,14.86,-5.66,-73,0.482301
184,Bauer,black,pop,hype,48.411332,0,0,0,0,97.37,36.47,alpha,36.74,3,4,26,8,0.934,82.88,51.46,8.35,7.01,-4.57,-69,0.287183
185,Bauer,black,metal,joker,43.672194,1,1,1,1,50.41,45.01,tango,14.84,2,1,46,3,0.922,70.49,36.59,4.86,6.92,-1.43,-21,0.94048
186,CCM,black,rock,mentor,,0,1,1,0,60.91,40.77,lima,59.2,4,4,10,4,0.935,82.21,,6.33,7.39,-2.7,-19,0.257467
187,Sherwood,white,hip hop,planner,70.518444,0,1,1,0,69.74,68.82,uniform,89.41,5,7,25,5,0.458,76.42,43.7,5.98,16.59,-3.49,-103,0.032881
188,Sherwood,black,pop,hype,25.247542,1,0,1,1,74.05,28.74,yankee,59.97,1,8,21,6,0.585,79.6,47.52,7.91,15.3,-3.3,-35,0.142254
189,Bauer,black,hip hop,quiet,48.805109,0,1,1,1,55.06,55.47,victor,4.7,2,4,20,5,0.45,88.56,58.27,6.2,6.41,-2.11,-53,0.925312
190,Bauer,blue,rock,quiet,39.206869,1,1,1,0,68.94,33.3,mike,8.17,0,4,26,7,0.572,78.29,45.95,5.94,11.93,-5.2,-140,0.177874
191,Warrior,black,rock,quiet,53.016705,0,0,1,1,95.77,46.87,quebec,53.46,5,4,38,5,0.529,85.11,54.13,9.27,16.43,-3.44,-86,0.959404
192,Bauer,white,country,hype,86.511382,0,0,1,0,91.39,86.97,charlie,31.71,5,3,35,5,0.967,90.07,60.08,9.1,10.39,-1.88,-60,0.673396
193,Bauer,black,electronic,quiet,55.304189,0,0,0,0,56.31,93.82,echo,75.92,5,8,18,4,0.924,79.92,47.9,8.08,4.39,-1.38,-158,0.067321
194,Warrior,white,hip hop,planner,65.407683,0,1,0,1,60.15,36.09,november,29.82,5,8,26,6,0.609,76.43,,8.11,10.43,-0.17,-30,0.002988
195,Bauer,black,pop,mentor,40.749731,0,1,1,1,49.9,92.52,victor,35.04,4,6,42,8,0.983,82.3,50.76,9.57,14.8,-2.55,-143,0.922516
196,TRUE,black,hip hop,planner,50.702204,0,1,0,1,49.34,30.52,delta,29.39,5,7,51,6,0.393,88.4,58.08,7.21,4.71,-2.83,-46,0.258965
197,Sherwood,white,country,planner,54.720653,0,1,0,1,58.3,53.47,lima,13.53,3,5,51,4,0.591,89.45,,9.34,4.73,-1.02,-32,0.262614
198,Bauer,white,metal,planner,50.648308,0,1,1,1,54.98,71.32,quebec,73.35,3,8,27,3,0.613,74.29,41.15,6.2,11.94,-8.89,-102,0.946979
199,CCM,white,rock,mentor,64.704564,0,0,1,1,86.07,88.27,romeo,44.25,2,7,40,4,0.725,77.14,44.57,8.46,16.06,-1.73,-23,0.117671
200,Warrior,black,electronic,hype,47.048338,0,0,0,1,91.76,88.45,sierra,42.86,1,5,2,6,0.734,77.62,45.14,8.82,11.57,-2.56,-58,0.933935
201,CCM,red,hip hop,mentor,,0,0,1,1,85.18,71.86,uniform,35.07,1,5,14,5,0.424,79.91,,6.96,7.4,-2.89,-102,0.102564
202,Sherwood,white,pop,joker,48.855815,0,0,1,1,69.37,47.64,oscar,88.84,4,7,40,6,0.585,80.07,48.08,5.54,11.05,-4.01,-66,0.765102
203,Bauer,white,hip hop,planner,51.04616,0,0,0,0,77.87,59.37,yankee,30.75,3,7,52,5,0.492,76.18,43.42,6.44,10.3,-4.82,-25,0.975683
204,Sherwood,red,pop,mentor,21.45273,0,0,1,1,98.53,75.28,delta,49.82,5,8,51,10,0.967,81.87,50.24,7.89,12.32,-3.57,-116,0.893125
205,CCM,black,country,mentor,57.390351,0,0,1,1,69.24,51.23,mike,28.51,3,3,52,4,0.391,78.99,46.79,8.28,5.74,-5.28,-154,0.741922
206,Bauer,white,pop,mentor,40.330429,0,0,1,0,58.36,45.32,juliett,67.51,0,4,18,5,0.377,85.47,,7.71,16.55,-8.08,-159,0.897432
207,Warrior,white,pop,planner,,0,1,0,1,46.48,43.21,november,58.34,1,7,27,6,0.539,78.05,45.66,8.86,7.79,-1.7,-24,0.146454
208,Warrior,black,pop,mentor,76.757835,0,1,1,1,65.07,85.56,tango,50.2,3,7,16,3,0.538,71.1,37.32,6.99,5.73,-2.33,-166,0.945211
209,Bauer,black,metal,joker,53.272295,0,0,1,1,49.05,33.42,charlie,76.25,3,1,53,6,0.538,86.77,,8.67,17.83,-3.94,-151,0.673126
210,TRUE,black,pop,quiet,45.209838,0,1,1,0,60.24,58.52,juliett,62.81,2,4,38,5,0.946,75.15,42.18,5,7.93,-4.09,-115,0.421435
211,Bauer,white,hip hop,quiet,40.545581,0,1,1,1,96.56,70.38,kilo,85.29,1,5,6,5,0.651,91.56,61.87,6.75,11.56,-3.37,-54,0.648074
212,Bauer,white,rock,hype,22.766037,1,1,1,1,83.78,61.86,india,71.23,3,5,8,6,0.956,88.26,57.91,7.72,14.05,-2.99,-18,0.359117
213,Warrior,white,hip hop,joker,52.983607,0,1,1,1,65.96,72.17,kilo,83.98,0,5,31,4,0.65,75.58,42.7,7.57,5.49,-2.35,-150,0.608827
214,TRUE,black,electronic,mentor,,0,1,1,1,55.37,81.41,india,56.43,4,6,1,5,0.462,91.46,61.75,8.25,8.62,-2.02,-60,0.384267
215,Warrior,black,electronic,quiet,40.289542,1,0,1,0,65.01,21.91,xray,39.81,0,4,4,5,0.822,79.2,47.04,6.13,8.07,-1.6,-75,0.703062
216,Warrior,white,pop,hype,41.485594,1,1,1,1,99.11,62.57,yankee,44.38,5,7,31,4,0.509,89.34,59.21,8.9,8.25,-4.36,-9,0.406782
217,CCM,black,pop,joker,60.37633,0,1,1,0,98.48,53.22,uniform,76.72,3,6,47,8,0.638,79.86,47.83,8.27,16.06,-0.24,-117,0.024572
218,CCM,white,rock,hype,43.823834,0,0,0,1,68.45,34.81,romeo,50.15,3,8,29,8,0.595,82.76,51.31,7.9,17.84,-5.86,-174,0.109244
219,CCM,black,pop,planner,57.720039,0,0,1,1,87.86,50.99,kilo,34.18,4,8,2,5,0.639,76.69,44.03,7.22,15.84,-3.05,-168,0.589929
220,Bauer,white,country,hype,54.220278,0,0,0,1,52.64,32.08,oscar,56.64,3,7,11,5,0.683,78.1,45.72,7.04,8.53,-3.04,-102,0.548915
221,CCM,red,pop,quiet,83.258965,0,0,1,1,76.65,71.08,lima,39.54,3,3,13,7,0.574,77.13,44.56,7.46,17.86,-3.53,-162,0.061229
222,TRUE,black,electronic,quiet,52.41715,0,1,0,1,56.97,77.13,bravo,44.86,0,7,55,5,0.812,70.95,37.14,7.76,13.23,-2.27,-167,0.575245
223,CCM,blue,hip hop,planner,36.080546,0,0,1,1,47.24,85.99,juliett,47.82,4,5,33,6,0.984,79.54,47.45,8.81,8.39,-2.85,-81,0.447727
224,TRUE,black,hip hop,quiet,38.719525,0,0,0,1,79.07,69.74,xray,85.33,2,1,42,5,0.516,87.65,57.18,6.51,9.12,-6.88,-110,0.15276
225,Warrior,white,metal,quiet,35.473782,0,1,1,0,67.86,31.28,november,72.71,3,3,3,7,0.398,74.36,41.23,6.68,9.48,-3.7,-166,0.16196
226,Bauer,white,hip hop,hype,70.437627,0,1,1,1,88.89,47.19,delta,41.62,4,8,45,6,0.65,88.74,,7.9,12.28,-0.84,-48,0.074338
227,Bauer,white,pop,mentor,42.231893,0,0,1,0,67.83,80.04,papa,47.28,5,1,6,5,0.987,88.11,57.73,8.78,16.75,-3.39,-170,0.318151
228,Bauer,black,electronic,planner,42.776541,0,0,0,1,45.12,88.76,kilo,40.47,0,8,22,9,0.838,72.88,39.46,6.04,7.94,-2,-134,0.951329
229,CCM,black,rock,quiet,27.961711,0,0,0,1,61.7,35.77,oscar,69.37,5,3,29,7,0.691,74.77,,6.98,11.26,-7.36,-158,0.462166
230,Bauer,black,country,planner,55.409301,0,1,1,0,90.89,89.19,whiskey,63.71,5,4,4,6,0.673,87.68,,6.13,7.46,-2.98,-94,0.515393
231,Bauer,blue,metal,joker,65.928504,0,0,0,0,78.65,77.27,lima,69.95,1,3,15,7,0.948,91.13,61.36,8.29,4.69,-0.44,-96,0.915703
232,TRUE,green,hip hop,mentor,61.068526,0,1,1,1,64.15,62.1,quebec,33.53,1,1,32,4,0.499,85.34,54.41,7.43,16,-8.08,-62,0.066898
233,CCM,black,hip hop,mentor,51.444034,0,1,0,1,59.58,78.71,echo,48.12,2,7,4,8,0.532,82.99,51.59,8.35,10.19,-2.51,-21,0.369135
234,CCM,black,country,planner,66.796986,0,1,1,0,79.83,58.98,kilo,58,0,4,39,4,0.745,83.83,52.6,6.6,12.38,-0.76,-134,0.614092
235,Bauer,white,rock,hype,60.661125,0,0,0,0,57.64,45.82,alpha,34.08,3,3,10,5,0.988,77.6,45.12,7.55,13.48,-3.08,-159,0.937769
236,CCM,black,electronic,joker,42.788382,0,0,1,1,86.04,67.8,bravo,86.78,0,6,16,8,0.514,75.45,42.54,6.64,6.8,-2.77,-162,0.495856
237,Bauer,white,electronic,quiet,54.617417,0,1,0,1,47.03,38.55,bravo,91.03,0,8,12,3,0.984,77.16,,7.78,12.63,-0.72,-32,0.566311
238,Bauer,white,electronic,joker,53.453651,0,1,1,1,94.54,66.44,mike,57.53,0,1,43,4,0.918,88.16,,8.36,7.92,-4.11,-121,0.188379
239,TRUE,white,country,hype,53.330468,0,0,0,1,45.21,63.81,india,31.91,1,1,44,1,0.698,87.1,56.52,8.93,10.71,-1.63,-98,0.397076
240,CCM,black,electronic,joker,55.888328,1,0,1,1,70.78,59.22,sierra,51.08,3,5,14,5,0.379,75.99,43.19,6.47,17.84,-0.65,-19,0.438169
241,TRUE,blue,electronic,planner,39.101659,0,0,0,1,84.34,40.31,zulu,2.02,0,4,54,7,0.693,78.62,46.34,6.86,4.68,-3.38,-85,0.220001
242,Warrior,blue,hip hop,hype,42.149617,0,1,1,1,83.01,48.34,zulu,21.8,4,1,9,9,0.559,96.36,,9.39,6.69,-1.08,-70,0.23389
243,Bauer,green,pop,joker,50.938731,1,1,1,1,64.04,50.88,foxtrot,58.44,0,6,52,3,0.552,86.44,55.73,5.12,15.07,-3.33,-80,0.59573
244,Warrior,white,electronic,mentor,51.728146,0,0,1,1,75.18,59.8,bravo,32.41,0,2,41,3,0.657,78.9,46.68,7.47,7.14,-4.74,-41,0.589049
245,Bauer,white,rock,planner,50.392288,0,1,1,0,72.18,85.41,oscar,45.68,1,1,10,3,0.594,94.26,65.11,8.05,6.69,-0.56,-118,0.774058
246,Bauer,white,pop,joker,11.818349,0,1,0,1,92.46,83.84,yankee,38.69,2,1,30,3,0.817,83.47,52.16,8.71,10.39,-1.33,-24,0.149435
247,Bauer,black,pop,joker,39.671441,1,1,1,1,47.39,37.33,zulu,39.96,0,6,22,1,0.689,76.05,43.26,8.36,14.37,-8.06,-152,0.200116
248,TRUE,black,rock,hype,54.001456,0,1,1,1,86.77,74.68,delta,58.86,3,6,22,7,0.665,72.63,39.16,7.1,16.72,-1.6,-169,0.67297
249,CCM,red,electronic,planner,,0,0,1,1,66.03,55.76,sierra,29.36,2,1,39,7,0.479,70.57,,7.59,8.37,-2.25,-97,0.043606
250,TRUE,red,rock,mentor,,0,1,1,0,83.19,77.58,golf,67.44,3,8,52,6,0.585,76.53,43.84,7.43,10.02,-0.76,-145,0.537482
251,Warrior,green,rock,quiet,51.652055,0,0,1,0,94.2,69.84,golf,21.73,5,2,26,4,0.963,75.7,42.84,5.35,10.31,-1.02,-176,0.035778
252,Bauer,white,pop,joker,32.528177,0,0,1,1,98.19,88.62,bravo,79.48,3,5,18,4,0.99,80.03,48.04,9.5,14,-1.9,-67,0.697497
253,Warrior,black,metal,hype,87.002432,0,1,1,1,59.11,43.75,sierra,87.98,1,7,31,8,0.819,78.86,46.63,8.27,12.34,-2.05,-178,0.11555
254,Bauer,blue,rock,hype,56.351112,0,0,0,0,45.76,85.95,alpha,80.45,2,5,31,5,0.47,91.65,61.98,5.96,12.86,-0.46,-42,0.294318
255,Bauer,white,metal,quiet,72.075033,0,1,1,0,46.48,69.2,november,70.75,1,7,6,5,0.444,76.22,43.46,7.12,6.42,-1.71,-32,0.092151
256,CCM,black,hip hop,hype,61.996373,1,0,1,1,77.6,77.08,quebec,31.84,5,4,46,3,0.412,71.21,37.45,6.11,8.33,-1.88,-119,0.988066
257,Bauer,black,hip hop,mentor,60.813088,0,0,1,1,69.24,25.41,oscar,35.12,1,6,1,3,0.528,79.61,47.53,5.8,17.54,-3.6,-49,0.787148
258,Warrior,white,electronic,quiet,60.13173,0,1,1,1,87.94,57.29,xray,32.49,1,5,37,5,0.782,89.03,58.84,6.6,12.71,-2.15,-42,0.715114
259,Warrior,white,country,hype,61.726316,0,1,1,1,92.63,63.9,yankee,42.79,5,2,20,2,0.458,76.08,43.3,6.66,7.06,-2.47,-60,0.565454
260,Warrior,black,rock,mentor,35.739629,0,0,1,1,54.65,81.11,zulu,77.39,4,3,48,5,0.588,88.18,57.82,6.89,16.27,-1.33,-148,0.220724
261,Sherwood,green,hip hop,quiet,35.928396,0,1,1,0,50.41,73.74,november,83.15,0,8,39,5,0.685,85.82,,7.43,5.28,-0.68,-62,0.535226
262,CCM,black,electronic,joker,64.175938,0,0,1,0,89.07,69.52,tango,59.21,4,5,50,4,0.998,92.56,63.07,7.35,17.65,-1.89,-32,0.964433
263,CCM,black,country,mentor,38.659243,0,0,0,1,90.12,60.18,november,52.76,1,5,54,4,0.529,85.34,54.41,7.25,16.2,-5.53,-60,0.14197
264,CCM,black,electronic,mentor,46.003264,0,0,1,1,63.86,63.46,victor,65.56,4,8,1,2,0.586,85.75,54.9,5.96,8.26,-0.93,-174,0.853021
265,Bauer,white,hip hop,mentor,44.33427,0,1,1,1,58.19,33.62,mike,60.5,1,6,18,5,0.797,74.39,41.27,7.17,9.04,-1.75,-57,0.191006
266,TRUE,white,hip hop,mentor,33.559094,0,0,1,1,46.41,78.75,quebec,76.65,3,4,34,3,0.536,85.71,54.85,7.64,13.38,-6.32,-24,0.736932
267,CCM,white,electronic,hype,45.530045,0,1,0,0,74.21,55.19,mike,39.26,3,1,4,9,0.869,81.87,50.24,6.75,7.19,-2.05,-16,0.211111
268,Warrior,black,electronic,mentor,60.107347,1,1,0,1,79.73,75.48,juliett,65.74,4,4,51,7,0.768,85.85,,8.79,7.49,-2.13,-5,0.683711
269,Bauer,white,hip hop,planner,45.20418,0,1,1,0,77.64,50.59,kilo,82.3,0,5,11,1,0.754,74.15,40.98,7.64,6.72,-2.85,-138,0.567349
270,TRUE,white,hip hop,quiet,54.536498,1,0,1,1,69.84,60.92,juliett,74.82,4,3,39,5,0.74,78.7,46.44,7.68,4.43,-4.15,-111,0.43484
271,CCM,red,electronic,mentor,49.100116,0,0,1,1,50.13,74.29,india,95.02,1,3,47,4,0.681,84.13,,8.13,7.78,-1.76,-154,0.615471
272,Bauer,blue,metal,quiet,55.068143,0,1,1,0,74.32,65.91,whiskey,53.43,5,3,16,3,0.819,89.89,59.87,6.76,16.29,-0.93,-135,0.055236
273,CCM,red,rock,quiet,59.110199,0,1,1,0,64.92,91.88,xray,9.75,4,2,11,5,0.979,88.88,58.66,8.23,14.58,-6.97,-136,0.13435
274,CCM,red,rock,quiet,49.95905,0,0,1,0,83.99,74.44,xray,68.51,3,7,43,6,0.839,91.1,61.32,9.06,9.94,-6.38,-26,0.691578
275,CCM,black,country,hype,33.423851,0,0,0,0,99.23,48.29,xray,19.11,2,6,20,9,0.403,87.86,57.43,9.06,6.98,-3.14,-141,0.713662
276,Bauer,white,pop,hype,60.597167,0,0,1,0,78.13,52.76,november,71.2,4,6,24,5,0.415,83.91,52.69,7.79,11.58,-1.89,-116,0.243095
277,CCM,red,hip hop,hype,65.412209,0,1,0,1,72.68,47.77,yankee,48.21,4,8,41,5,0.815,90.86,,5.83,8.7,-2.88,-48,0.272633
278,Bauer,blue,hip hop,joker,28.057009,0,0,0,1,61.76,63.12,xray,14.25,3,6,29,2,0.844,78.87,46.64,6.6,16.93,-1.99,-80,0.696234
279,Bauer,red,hip hop,mentor,31.128111,0,1,1,1,53.48,46.54,golf,75.91,3,4,32,4,0.788,78.26,45.91,4.91,16.64,-3.96,-85,0.122671
280,Warrior,black,metal,hype,67.168332,0,1,1,1,54.77,47.85,tango,54.47,4,5,37,8,0.524,91.17,61.4,7.72,7.71,-0.84,-11,0.657805
281,CCM,white,electronic,planner,56.133084,1,0,1,0,51.78,81.99,whiskey,60.67,0,7,43,5,0.978,81.73,,8.89,7.21,-2.54,-125,0.041877
282,CCM,black,hip hop,mentor,44.78598,0,0,1,1,80.22,87.12,charlie,40.9,5,8,24,5,0.396,81.86,,5.69,8.01,-4.54,-146,0.664627
283,Sherwood,black,pop,quiet,32.417322,0,0,1,1,93.83,41.25,november,44.9,5,6,40,5,0.972,83.63,,6.76,5.08,-2.35,-174,0.149695
284,Bauer,white,rock,quiet,60.486126,1,0,1,0,58.37,73.99,delta,74.7,2,7,9,2,0.826,78.94,46.73,7.42,13.27,-3.42,-21,0.084515
285,Warrior,green,electronic,hype,80.540987,0,0,1,0,62.45,88.72,delta,17.68,3,2,8,6,0.503,66.57,31.88,5.42,10.62,-1.87,-71,0.086121
286,Warrior,blue,electronic,hype,51.599605,0,0,1,1,89.35,66.69,victor,31.26,1,4,2,6,0.829,77.91,45.49,7.66,4.24,-0.63,-99,0.930149
287,CCM,white,pop,quiet,,0,1,1,1,92.97,48.14,delta,77.8,1,3,54,4,0.49,79.2,47.04,8.77,17.82,-2.9,-175,0.98466
288,Bauer,blue,hip hop,mentor,47.706286,0,0,0,1,73.26,81.4,papa,35.54,3,1,27,6,0.984,78.98,46.78,9.42,5.66,-4.4,-104,0.316853
289,CCM,white,metal,quiet,,1,0,1,1,71.5,38.44,whiskey,67.1,5,2,52,4,0.627,77.85,45.42,6.28,13.13,-1.1,-169,0.044339
290,CCM,black,electronic,hype,58.169452,0,1,1,0,52.01,51.37,oscar,36.2,2,1,38,7,0.707,75.14,42.17,6.49,14.62,-3.48,-88,0.783171
291,Bauer,white,metal,quiet,,1,0,1,1,90.04,64.29,alpha,31.17,2,7,33,6,0.486,82.19,50.63,8.5,12.34,-1.6,-117,0.280325
292,Bauer,black,rock,hype,51.527536,0,0,1,1,59.73,60.73,hotel,49.75,0,8,28,8,0.466,84.47,53.36,8.44,14.65,-1.12,-111,0.312942
293,CCM,black,hip hop,quiet,61.403036,0,0,1,1,76.14,83.21,victor,62.06,0,4,18,2,0.502,91.04,61.25,6.35,12.21,-0.33,-123,0.917845
294,CCM,black,rock,quiet,62.281629,0,1,1,1,86.26,79.45,alpha,71.63,1,1,50,4,0.662,86.25,55.5,7.9,8.47,-2.08,-90,0.074975
295,Bauer,green,metal,joker,43.969276,0,0,1,1,88.59,72.64,xray,38.72,4,7,45,6,0.614,80.09,48.11,8.68,15.85,-1.2,-179,0.326143
296,Bauer,black,country,planner,72.186945,0,0,1,1,71.55,26.46,hotel,54.79,0,8,28,5,0.454,81.34,49.61,5.3,8.2,-1.48,-137,0.080812
297,Warrior,red,metal,hype,32.212684,0,1,1,0,56.8,93.93,oscar,50.8,4,5,9,5,0.787,74.95,41.94,8.95,7.59,-2.6,-65,0.771516
298,Warrior,black,rock,mentor,31.225076,0,1,1,1,58.67,68.76,victor,16.42,0,4,38,7,0.966,86.84,56.21,8.15,7.56,-3.49,-178,0.218955
299,Warrior,white,rock,mentor,40.281513,1,1,1,0,55.91,63.46,foxtrot,51.28,2,6,32,2,0.915,91.22,61.46,9.28,13.17,-1.61,-165,0.886376
300,CCM,red,country,planner,41.69649,0,0,1,0,73.46,32.06,lima,46.9,3,8,20,5,0.475,86.1,55.32,5.08,17.63,-3.58,-123,0.263074
301,Bauer,white,metal,quiet,73.102609,0,1,1,1,72.22,46.84,romeo,46.78,4,8,27,5,0.815,87.39,56.87,7.79,11.64,-0.4,-134,0.100329
302,Bauer,white,electronic,mentor,74.886991,1,0,0,1,87.01,79.7,delta,78.62,1,7,4,5,0.692,83.52,52.22,7.29,14.15,-0.72,-180,0.069464
303,Warrior,red,metal,hype,33.841303,0,0,1,1,65.74,65.94,lima,70.13,0,7,52,3,0.758,86.95,56.34,7.35,15.49,-1.88,-20,0.872501
304,Bauer,black,metal,planner,29.7131,0,0,1,1,77.53,61.24,delta,22.83,1,1,34,6,0.481,82,50.4,4.97,12.82,-4.62,-154,0.702596
305,Warrior,black,pop,joker,35.12162,0,1,1,1,63.16,88.11,november,58.48,1,5,42,6,0.737,78.29,45.95,5.82,4.44,-1.82,-26,0.150514
306,Warrior,white,metal,joker,72.051697,0,0,1,1,66.48,61.24,india,41.36,2,7,33,4,0.941,73.75,40.5,7.37,12.95,-1.84,-40,0.820323
307,CCM,black,country,planner,59.158941,0,1,0,1,76.96,44.1,india,51.19,4,1,51,3,0.601,71.73,38.08,6.52,16.65,-5.08,-135,0.085246
308,CCM,white,country,planner,42.089214,0,0,0,1,84.47,63.61,november,83.25,3,6,31,2,0.631,83.47,52.16,6.97,11.93,-6.39,-74,0.422961
309,Bauer,white,metal,mentor,22.773287,1,0,0,0,79.71,58.03,india,28.69,2,4,33,4,0.607,90.58,60.7,7.92,11.57,-1.17,-80,0.145514
310,Warrior,red,electronic,planner,57.992281,0,1,1,0,79.34,66.21,golf,70.32,1,8,27,10,0.774,70.01,36.01,5.78,16.2,-4.08,-147,0.522269
311,Bauer,black,hip hop,joker,45.232534,0,1,1,0,93.91,84.8,sierra,58.05,4,1,54,5,0.432,77.91,45.49,8.07,14.4,-1.81,-117,0.44903
312,Bauer,black,country,quiet,57.683713,0,0,1,1,47.74,48.23,romeo,8.5,0,3,27,6,0.612,70.05,36.06,6.51,10.23,-4.12,-155,0.120392
313,Bauer,white,pop,planner,,0,0,1,0,45.91,31.42,romeo,49.22,2,2,50,8,0.931,75.64,,7.26,16.57,-2.94,-74,0.147565
314,Warrior,white,hip hop,quiet,65.531428,0,0,0,1,83.05,41.99,bravo,47.86,5,5,47,5,0.976,78.06,45.67,6.83,4.3,-8.02,-29,0.558083
315,Sherwood,blue,metal,hype,37.954879,0,0,1,1,57.07,54,victor,64.54,5,7,14,6,0.449,82.39,50.87,6.71,15.4,-0.59,-152,0.922362
316,CCM,green,metal,planner,55.485951,0,0,0,1,89,64.96,delta,6.35,5,2,23,2,0.478,68,33.6,6.67,6.97,-3.51,-160,0.0753
317,CCM,black,electronic,joker,59.189224,0,0,1,1,82.74,75.73,sierra,74.79,3,2,28,8,0.944,96.81,68.17,5.64,4.34,-2.99,-67,0.223994
318,CCM,blue,metal,quiet,53.217176,0,1,0,0,71.99,43.88,echo,15.5,1,5,24,6,0.758,76.21,43.45,6.48,6.17,-2.23,-153,0.497016
319,CCM,black,hip hop,quiet,47.159369,0,0,1,1,67.86,58.77,november,67.32,0,5,2,2,0.573,74.87,41.84,8.77,17.85,-3.07,-74,0.153505
320,CCM,black,pop,quiet,59.638915,1,0,0,0,57.06,61.74,charlie,82.08,1,7,55,2,0.989,81.27,49.52,7.07,9.81,-1.22,-9,0.643256
321,Sherwood,white,electronic,hype,59.725108,1,0,1,0,66.01,29.24,november,19.6,1,1,1,4,0.68,78.01,45.61,8.23,14.79,-1.52,-147,0.036988
322,Sherwood,black,metal,quiet,40.439977,0,0,1,0,56.44,33.39,papa,41.56,4,3,39,8,0.876,89.03,58.84,8.82,5.84,-2.45,-18,0.292827
323,Warrior,black,metal,joker,75.086426,0,1,1,0,64.92,80.31,november,90.94,4,4,45,8,0.467,77.46,,7.44,16.76,-7.19,-166,0.138171
